   1.75000000      0.103232503       8.46999977E-03
   2.50000000       6.75249994E-02   9.67499986E-03
   3.25000000       4.56625000E-02   9.39249992E-03
   4.00000000       2.96800006E-02   8.96000024E-03
   1.00000000      0.149880007       5.16999979E-03
   2.00300002       9.20779109E-02   9.05355997E-03
   2.49699998       7.02905506E-02   9.66339000E-03
   3.00699997       5.41861393E-02   9.47204977E-03
  0.649999976      0.168284997       4.37449990E-03
  0.899999976      0.155781001       4.79699997E-03
   2.20000005       8.00580010E-02   9.37199965E-03
   2.75000000       6.03624992E-02   9.54249967E-03
   3.75000000       3.52874994E-02   9.18749999E-03
   4.25000000       2.88999993E-02   8.88250023E-03
   2.64000010       6.49703965E-02   9.53039993E-03
   3.20000005       4.96000014E-02   9.40799993E-03
   4.09999990       3.16109993E-02   8.93799961E-03
   1.16900003      0.139403254       6.11387007E-03
   1.75000000       9.74225029E-02   8.67999997E-03
   1.50000000      0.118725002       7.66499992E-03
   2.00000000       9.08399969E-02   9.18000005E-03
   2.50000000       6.71499968E-02   9.67499986E-03
   3.75000000       3.57749984E-02   9.15000029E-03
  0.388999999      0.156891480       3.87055008E-03
  0.583999991      0.165879354       4.30407980E-03
  0.778999984      0.159134120       4.64284001E-03
  0.972999990      0.152439907       5.25420019E-03
   1.16799998      0.143301919       7.18320021E-03
   1.36300004      0.122138433       8.05533025E-03
   1.55799997      0.125512481       1.24172596E-02
   1.75199997      0.101475842       1.38933603E-02
  0.169569999      0.110705473       2.18236609E-03
  0.218180001      0.129598916       2.96724797E-03
  0.281639993      0.144363031       3.69793293E-03
  0.324840009      0.147223979       4.07674210E-03
  0.401300013      0.163782567       4.48252121E-03
  0.502189994      0.167510495       4.70551988E-03
  0.619690001      0.165345684       5.29215299E-03
  0.747500002      0.165279731       5.75575000E-03
