   1.75000000     -0.226047501       5.19749988E-03
   2.50000000     -0.166374996       5.20000001E-03
   3.25000000     -0.126002505       4.71250014E-03
   4.00000000      -9.83199999E-02   4.36000014E-03
   1.00000000     -0.302810013       3.47000011E-03
   2.00300002     -0.203384623       5.24786022E-03
   2.49699998     -0.166574866       5.19376015E-03
   3.00699997     -0.137389824       4.81119985E-03
  0.649999976     -0.322510511       2.68450007E-03
  0.899999976     -0.311435997       3.14099994E-03
   2.20000005     -0.187549993       5.21400012E-03
   2.75000000     -0.151112497       4.94999997E-03
   3.75000000     -0.106462501       4.46250010E-03
   4.25000000      -9.10350010E-02   4.25000023E-03
   2.64000010     -0.157581598       5.01600001E-03
   3.20000005     -0.128224000       4.73600021E-03
   4.09999990      -9.53250006E-02   4.30499995E-03
   1.16900003     -0.285949081       4.06811992E-03
   1.75000000     -0.226047501       5.19749988E-03
   1.50000000     -0.250934988       4.88999998E-03
   2.00000000     -0.203639999       5.23999985E-03
   2.50000000     -0.166374996       5.20000001E-03
   3.75000000     -0.106462501       4.46250010E-03
  0.388999999     -0.296472460       2.34567001E-03
  0.583999991     -0.321054012       2.63384008E-03
  0.778999984     -0.319288731       2.82777008E-03
  0.972999990     -0.305278748       3.37630999E-03
   1.16799998     -0.286043197       4.06464003E-03
   1.36300004     -0.265335202       4.63420013E-03
   1.55799997     -0.244964346       5.00117987E-03
   1.75199997     -0.225867838       5.20343985E-03
  0.169569999     -0.200231642       1.35995145E-03
  0.218180001     -0.231419161       1.63634995E-03
  0.281639993     -0.262395531       1.93768321E-03
  0.324840009     -0.278488576       2.13095034E-03
  0.401300013     -0.299229354       2.37569609E-03
  0.502189994     -0.315124214       2.57623475E-03
  0.619690001     -0.322158247       2.66466709E-03
  0.747500002     -0.320670038       2.78070010E-03
