   1.75000000      0.226922497       1.66249997E-03
   2.50000000      0.203999996       1.47500006E-03
   3.25000000      0.184047505       1.39750005E-03
   4.00000000      0.165279999       1.15999999E-03
   1.00000000      0.235070005       1.53999997E-03
   2.00300002      0.221972466       1.54231000E-03
   2.49699998      0.206751600       1.47322996E-03
   3.00699997      0.192658484       1.50350004E-03
  0.649999976      0.220954493       1.21549994E-03
  0.899999976      0.232676998       1.44000002E-03
   2.20000005      0.213312000       1.67200004E-03
   2.75000000      0.198247507       1.56749994E-03
   3.75000000      0.172124997       1.64999999E-03
   4.25000000      0.163114995       1.53000001E-03
   2.64000010      0.202382401       1.34640001E-03
   3.20000005      0.188032001       1.24799996E-03
   4.09999990      0.166705996       1.10700005E-03
   1.16900003      0.236675739       2.12758011E-03
   1.75000000      0.221094996       2.48500006E-03
   1.50000000      0.233504996       2.17500003E-03
   2.00000000      0.220660001       2.18000007E-03
   2.50000000      0.203624994       1.52499997E-03
   3.75000000      0.172612503       1.38749997E-03
  0.388999999      0.181557968       1.01140002E-03
  0.583999991      0.211501434       1.09792000E-03
  0.778999984      0.224889517       1.72937999E-03
  0.972999990      0.235475734       2.08222005E-03
   1.16799998      0.240514562       4.34496021E-03
   1.36300004      0.230578706       4.42975014E-03
   1.55799997      0.242642924       9.79982037E-03
   1.75199997      0.225219607       1.11252004E-02
  0.169569999      0.116496287       1.23786100E-03
  0.218180001      0.138710111       1.74980354E-03
  0.281639993      0.158661887       2.11511645E-03
  0.324840009      0.165496230       2.29337043E-03
  0.401300013      0.189722598       2.39174790E-03
  0.502189994      0.204245701       2.36029294E-03
  0.619690001      0.214796945       3.24097881E-03
  0.747500002      0.227935180       3.85709992E-03
